address,type_house,type_forrent,area,floor,furniture,condition,price
"41 Lam Sơn, Q2",nhà nguyên căn,bán,37.0,1,đầy đủ,tốt,929700000.0
"92 Mê Linh, Q2",nhà nguyên căn,cho thuê,31.0,4,cơ bản,tốt,15900000.0
"189 Phạm Ngũ Lão, Q6",nhà nguyên căn,bán,45.0,1,cơ bản,tốt,1794300000.0
"124 Nguyễn Huệ, Q5",phòng trọ,cho thuê,15.0,0,không có,mới,1900000.0
"67 Bùi Viện, Q8",nhà nguyên căn,bán,37.0,5,không có,mới,6822900000.0
"100 Rừng Sác, Q7",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1500000.0
"121 Lê Duẩn, Q3",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1300000.0
"72 Võ Nguyên Giáp, Q1",nhà nguyên căn,cho thuê,30.0,5,cơ bản,cũ,23200000.0
"142 Hai Bà Trưng, Q7",phòng trọ,cho thuê,9.0,0,không có,mới,1400000.0
"107 Hàm Nghi, Q4",văn phòng,cho thuê,385.0,16,không có,tốt,430200000.0
"119 Âu Cơ, Q1",phòng trọ,cho thuê,9.0,0,không có,cũ,1100000.0
"133 Mê Linh, Q3",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2300000.0
"81 Nam Kỳ Khởi Nghĩa, Q8",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,900000.0
"65 Nguyễn Trãi, Q10",nhà nguyên căn,bán,44.0,3,cơ bản,mới,6447000000.0
"52 Công xã Paris, Q5",nhà nguyên căn,bán,44.0,1,đầy đủ,mới,4035500000.0
"62 Mai Chí Thọ, Q1",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1700000.0
"33 Công xã Paris, Q5",chung cư,cho thuê,65.0,11,không có,tốt,10800000.0
"95 Pasteur, Q10",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1400000.0
"159 Lý Thường Kiệt, Q7",phòng trọ,cho thuê,12.0,0,không có,tốt,1300000.0
"138 Châu Văn Liêm, Q10",phòng trọ,cho thuê,14.0,0,không có,cũ,2000000.0
"135 Nguyễn Thị Minh Khai, Q2",phòng trọ,cho thuê,20.0,0,không có,tốt,2200000.0
"94 Xô Viết Nghệ Tĩnh, Q7",phòng trọ,cho thuê,11.0,0,không có,mới,1400000.0
"191 Lý Thường Kiệt, Q3",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,600000.0
"151 Nguyễn Huệ, Q4",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1400000.0
"17 Cách Mạng Tháng Tám, Q10",phòng trọ,cho thuê,10.0,0,không có,cũ,700000.0
"145 Lam Sơn, Q9",phòng trọ,cho thuê,17.0,0,đầy đủ,cũ,2400000.0
"85 Mai Chí Thọ, Q9",phòng trọ,cho thuê,19.0,0,không có,mới,2500000.0
"48 Nguyễn Trãi, Q10",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,1400000.0
"25 Hùng Vương, Q7",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1800000.0
"127 Âu Cơ, Q8",phòng trọ,cho thuê,18.0,0,không có,cũ,1500000.0
"112 Hàm Nghi, Q3",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,2900000.0
"122 Hùng Vương, Q8",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,700000.0
"1 Võ Nguyên Giáp, Q7",phòng trọ,cho thuê,14.0,0,cơ bản,mới,1600000.0
"132 Phạm Văn Đồng, Q6",văn phòng,cho thuê,530.0,17,đầy đủ,cũ,363900000.0
"90 Quốc tế, Q4",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1200000.0
"144 Rừng Sác, Q2",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,700000.0
"13 Bùi Viện, Q3",phòng trọ,cho thuê,16.0,0,cơ bản,cũ,2000000.0
"87 Lê Duẩn, Q3",nhà nguyên căn,cho thuê,45.0,2,cơ bản,tốt,11100000.0
"88 Lũy Bán Bích, Q6",phòng trọ,cho thuê,18.0,0,không có,tốt,2700000.0
"87 Nguyễn Văn Linh, Q10",phòng trọ,cho thuê,20.0,0,không có,cũ,3000000.0
"91 Nam Kỳ Khởi Nghĩa, Q2",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2000000.0
"73 Hai Bà Trưng, Q7",phòng trọ,cho thuê,15.0,0,không có,tốt,1700000.0
"73 Quốc tế, Q4",phòng trọ,cho thuê,12.0,0,không có,cũ,800000.0
"5 Đồng Khởi, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,2000000.0
"76 Lê Lợi, Q9",nhà nguyên căn,cho thuê,34.0,2,cơ bản,tốt,7800000.0
"41 Âu Cơ, Q7",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,3100000.0
"157 Châu Văn Liêm, Q9",phòng trọ,cho thuê,17.0,0,không có,cũ,800000.0
"152 Nguyễn Hữu Cảnh, Q7",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1700000.0
"10 Võ Nguyên Giáp, Q4",nhà nguyên căn,cho thuê,39.0,5,cơ bản,tốt,18400000.0
"171 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,1300000.0
"54 Võ Nguyên Giáp, Q4",phòng trọ,cho thuê,13.0,0,không có,tốt,1100000.0
"158 Mai Chí Thọ, Q8",phòng trọ,cho thuê,14.0,0,không có,cũ,900000.0
"21 CMT8, Q6",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,1000000.0
"5 Mê Linh, Q3",chung cư,bán,124.0,5,cơ bản,mới,9993100000.0
"167 Hùng Vương, Q2",phòng trọ,cho thuê,18.0,0,không có,mới,1700000.0
"120 Công xã Paris, Q1",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,1200000.0
"129 Quách Thị Trang, Q2",phòng trọ,cho thuê,10.0,0,không có,tốt,1300000.0
"191 Cách Mạng Tháng Tám, Q4",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2200000.0
"50 Trường Chinh, Q1",chung cư,bán,120.0,14,không có,cũ,4312900000.0
"52 Châu Văn Liêm, Q10",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,2700000.0
"86 Lê Văn Duyệt, Q10",chung cư,bán,120.0,2,cơ bản,tốt,10340000000.0
"23 Nguyễn Trãi, Q10",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,1200000.0
"179 Nguyễn Huệ, Q4",chung cư,bán,124.0,12,đầy đủ,cũ,6328000000.0
"189 Hàm Nghi, Q5",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,2700000.0
"108 Dân Chủ, Q7",phòng trọ,cho thuê,13.0,0,không có,tốt,1000000.0
"133 Hải Thượng Lãn Ông, Q2",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,1200000.0
"196 Nguyễn Hữu Cảnh, Q4",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1000000.0
"143 Võ Nguyên Giáp, Q7",chung cư,bán,84.0,10,đầy đủ,mới,7733200000.0
"76 Lê Lợi, Q10",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1800000.0
"57 Nam Kỳ Khởi Nghĩa, Q2",phòng trọ,cho thuê,18.0,0,không có,mới,2300000.0
"150 Nguyễn Huệ, Q10",chung cư,cho thuê,90.0,12,đầy đủ,cũ,14200000.0
"151 Rừng Sác, Q3",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,1100000.0
"8 Hai Bà Trưng, Q8",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,2400000.0
"15 Nguyễn Huệ, Q3",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1100000.0
"173 Lê Duẩn, Q6",văn phòng,cho thuê,255.0,20,đầy đủ,tốt,226000000.0
"129 Âu Cơ, Q7",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,2300000.0
"52 Lê Lợi, Q2",chung cư,cho thuê,84.0,14,cơ bản,tốt,5500000.0
"63 Mai Chí Thọ, Q2",phòng trọ,cho thuê,15.0,0,không có,tốt,1400000.0
"62 Nguyễn Thị Minh Khai, Q1",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,1100000.0
"130 Cách Mạng Tháng Tám, Q5",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1400000.0
"195 Nam Kỳ Khởi Nghĩa, Q10",nhà nguyên căn,cho thuê,33.0,1,cơ bản,mới,3000000.0
"186 Châu Văn Liêm, Q8",phòng trọ,cho thuê,10.0,0,không có,mới,700000.0
"49 Phạm Ngũ Lão, Q10",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,2000000.0
"124 Lam Sơn, Q1",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,1200000.0
"200 Trần Hưng Đạo, Q2",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1400000.0
"131 Âu Cơ, Q1",chung cư,cho thuê,120.0,16,đầy đủ,mới,15100000.0
"124 Lũy Bán Bích, Q6",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,2700000.0
"104 Võ Chí Công, Q1",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,1500000.0
"130 Nguyễn Huệ, Q7",nhà nguyên căn,cho thuê,30.0,1,cơ bản,tốt,3600000.0
"176 Lạc Long Quân, Q5",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,2200000.0
"158 Xô Viết Nghệ Tĩnh, Q4",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,3000000.0
"140 Châu Văn Liêm, Q10",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1800000.0
"180 Tôn Đức Thắng, Q8",phòng trọ,cho thuê,17.0,0,không có,tốt,900000.0
"198 Rừng Sác, Q2",phòng trọ,cho thuê,16.0,0,không có,cũ,2200000.0
"150 Lê Duẩn, Q10",chung cư,bán,84.0,11,đầy đủ,mới,3064300000.0
"16 Đồng Khởi, Q10",phòng trọ,cho thuê,18.0,0,cơ bản,mới,2000000.0
"98 Hùng Vương, Q2",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,1000000.0
"74 Lê Duẩn, Q7",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,2200000.0
"37 Quách Thị Trang, Q4",chung cư,bán,70.0,8,đầy đủ,tốt,2416500000.0
"126 Pasteur, Q8",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,1100000.0
"129 Bùi Viện, Q10",phòng trọ,cho thuê,16.0,0,không có,mới,1600000.0
"164 Hùng Vương, Q9",văn phòng,cho thuê,445.0,13,cơ bản,cũ,344900000.0
"73 Nguyễn Huệ, Q6",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1700000.0
"184 Hùng Vương, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,1100000.0
"97 Võ Nguyên Giáp, Q3",nhà nguyên căn,bán,45.0,2,đầy đủ,mới,8167400000.0
"29 Hải Thượng Lãn Ông, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,3300000.0
"183 Phạm Ngũ Lão, Q8",phòng trọ,cho thuê,10.0,0,không có,cũ,900000.0
"153 Lạc Long Quân, Q8",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1000000.0
"85 Nguyễn Thị Minh Khai, Q4",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,2700000.0
"72 Lam Sơn, Q1",nhà nguyên căn,cho thuê,34.0,1,đầy đủ,tốt,3900000.0
"112 Trường Chinh, Q4",văn phòng,cho thuê,185.0,18,không có,tốt,127100000.0
"80 Pasteur, Q10",phòng trọ,cho thuê,13.0,0,cơ bản,mới,2700000.0
"111 Rừng Sác, Q4",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3300000.0
"65 Lạc Long Quân, Q10",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1000000.0
"3 Xô Viết Nghệ Tĩnh, Q10",phòng trọ,cho thuê,19.0,0,không có,cũ,2300000.0
"150 Đồng Khởi, Q8",phòng trọ,cho thuê,14.0,0,không có,tốt,800000.0
"186 Phạm Văn Đồng, Q7",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,2900000.0
"48 Lý Tự Trọng, Q7",phòng trọ,cho thuê,9.0,0,cơ bản,mới,600000.0
"120 Phạm Ngũ Lão, Q4",nhà nguyên căn,cho thuê,34.0,4,không có,cũ,8000000.0
"148 Lý Tự Trọng, Q6",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1800000.0
"8 Võ Chí Công, Q4",văn phòng,cho thuê,505.0,3,cơ bản,mới,825300000.0
"25 Tôn Đức Thắng, Q1",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,2100000.0
"93 Pasteur, Q1",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,3200000.0
"10 Nguyễn Huệ, Q2",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,2400000.0
"122 Hùng Vương, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1500000.0
"200 Bùi Viện, Q9",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,1500000.0
"89 Trường Chinh, Q4",chung cư,bán,120.0,11,cơ bản,tốt,6446800000.0
"11 Pasteur, Q3",phòng trọ,cho thuê,12.0,0,không có,mới,2500000.0
"177 Lý Tự Trọng, Q10",phòng trọ,cho thuê,11.0,0,không có,mới,1800000.0
"12 Đồng Khởi, Q1",nhà nguyên căn,cho thuê,43.0,3,cơ bản,tốt,23900000.0
"45 Nguyễn Trãi, Q2",phòng trọ,cho thuê,14.0,0,không có,mới,1100000.0
"161 Châu Văn Liêm, Q8",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,1500000.0
"6 Bùi Viện, Q5",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,2000000.0
"193 Âu Cơ, Q1",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,4500000.0
"158 Trường Chinh, Q5",nhà nguyên căn,cho thuê,30.0,5,cơ bản,mới,27200000.0
"64 Hùng Vương, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2300000.0
"188 Phạm Văn Đồng, Q8",văn phòng,bán,505.0,1,cơ bản,mới,35790200000.0
"51 Võ Chí Công, Q9",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2200000.0
"43 Lũy Bán Bích, Q9",phòng trọ,cho thuê,15.0,0,cơ bản,mới,2600000.0
"168 Xô Viết Nghệ Tĩnh, Q7",phòng trọ,cho thuê,16.0,0,không có,mới,2300000.0
"27 Lê Lợi, Q4",phòng trọ,cho thuê,13.0,0,không có,tốt,1500000.0
"42 Bùi Viện, Q3",nhà nguyên căn,bán,36.0,2,cơ bản,tốt,6101600000.0
"29 Hải Thượng Lãn Ông, Q10",chung cư,bán,124.0,9,đầy đủ,cũ,3543700000.0
"75 Quốc tế, Q5",phòng trọ,cho thuê,9.0,0,không có,mới,1400000.0
"77 Hai Bà Trưng, Q4",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,2300000.0
"136 Võ Nguyên Giáp, Q7",nhà nguyên căn,bán,43.0,1,đầy đủ,tốt,3159800000.0
"58 Cách Mạng Tháng Tám, Q2",nhà nguyên căn,bán,41.0,1,không có,cũ,1646300000.0
"101 Pasteur, Q8",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2100000.0
"120 Quốc tế, Q10",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,2500000.0
"59 Hàm Nghi, Q8",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,900000.0
"145 Lý Thường Kiệt, Q6",chung cư,bán,120.0,7,đầy đủ,tốt,3747100000.0
"34 Mê Linh, Q5",phòng trọ,cho thuê,20.0,0,không có,mới,1400000.0
"30 Quốc tế, Q2",chung cư,bán,120.0,8,cơ bản,mới,4133100000.0
"136 Lý Tự Trọng, Q7",phòng trọ,cho thuê,14.0,0,không có,cũ,1700000.0
"58 Châu Văn Liêm, Q7",chung cư,bán,75.0,14,không có,tốt,5218500000.0
"74 Hàm Nghi, Q4",phòng trọ,cho thuê,19.0,0,không có,tốt,1600000.0
"145 Nguyễn Văn Linh, Q2",phòng trọ,cho thuê,11.0,0,không có,cũ,600000.0
"158 Phạm Ngũ Lão, Q8",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,1200000.0
"168 Võ Nguyên Giáp, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1400000.0
"166 Lê Văn Duyệt, Q9",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,1700000.0
"14 Lý Tự Trọng, Q7",nhà nguyên căn,cho thuê,35.0,4,cơ bản,cũ,10900000.0
"113 Công xã Paris, Q7",phòng trọ,cho thuê,12.0,0,không có,cũ,1500000.0
"133 Nguyễn Trãi, Q2",phòng trọ,cho thuê,11.0,0,không có,tốt,1400000.0
"87 Âu Cơ, Q4",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1200000.0
"102 Xô Viết Nghệ Tĩnh, Q3",văn phòng,cho thuê,150.0,11,cơ bản,mới,233900000.0
"183 Lê Văn Duyệt, Q10",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1700000.0
"10 Hai Bà Trưng, Q8",phòng trọ,cho thuê,17.0,0,cơ bản,mới,2000000.0
"161 Lê Duẩn, Q3",phòng trọ,cho thuê,10.0,0,không có,tốt,800000.0
"191 Quốc tế, Q9",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1400000.0
"133 Phạm Văn Đồng, Q5",nhà nguyên căn,cho thuê,37.0,4,cơ bản,tốt,13700000.0
"58 Châu Văn Liêm, Q7",phòng trọ,cho thuê,11.0,0,không có,mới,1200000.0
"1 Quách Thị Trang, Q7",phòng trọ,cho thuê,14.0,0,không có,mới,1900000.0
"148 Lũy Bán Bích, Q10",phòng trọ,cho thuê,12.0,0,không có,mới,2100000.0
"22 CMT8, Q8",phòng trọ,cho thuê,15.0,0,cơ bản,mới,2100000.0
"108 Lũy Bán Bích, Q6",chung cư,bán,75.0,2,không có,tốt,1844400000.0
"42 Nguyễn Trãi, Q8",chung cư,bán,90.0,1,cơ bản,mới,5936700000.0
"18 Phạm Văn Đồng, Q4",văn phòng,bán,515.0,16,cơ bản,cũ,32511400000.0
"78 Mai Chí Thọ, Q1",văn phòng,cho thuê,540.0,8,không có,tốt,537100000.0
"70 Âu Cơ, Q4",nhà nguyên căn,bán,32.0,4,đầy đủ,cũ,8308000000.0
"21 Lê Lợi, Q9",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,2400000.0
"138 Lạc Long Quân, Q7",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3700000.0
"89 Nguyễn Hữu Cảnh, Q1",phòng trọ,cho thuê,13.0,0,không có,tốt,1700000.0
"178 Lê Lợi, Q2",phòng trọ,cho thuê,11.0,0,không có,mới,700000.0
"38 Nguyễn Văn Linh, Q9",chung cư,bán,124.0,10,cơ bản,tốt,3806900000.0
"161 Lạc Long Quân, Q5",phòng trọ,cho thuê,10.0,0,cơ bản,mới,700000.0
"36 Võ Nguyên Giáp, Q1",phòng trọ,cho thuê,16.0,0,không có,cũ,2200000.0
"186 Lạc Long Quân, Q6",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,800000.0
"80 Mai Chí Thọ, Q5",phòng trọ,cho thuê,15.0,0,không có,tốt,1400000.0
"132 Lam Sơn, Q3",phòng trọ,cho thuê,17.0,0,không có,tốt,2100000.0
"39 Rừng Sác, Q8",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,1600000.0
"82 Mê Linh, Q8",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,2700000.0
"78 Phạm Ngũ Lão, Q5",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,800000.0
"14 Tôn Đức Thắng, Q5",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2000000.0
"56 Châu Văn Liêm, Q3",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,2200000.0
"199 Nguyễn Văn Linh, Q2",phòng trọ,cho thuê,20.0,0,cơ bản,mới,3400000.0
"155 Đồng Khởi, Q1",phòng trọ,cho thuê,13.0,0,không có,cũ,1600000.0
"153 Phạm Văn Đồng, Q10",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,3300000.0
"70 Phạm Ngũ Lão, Q3",phòng trọ,cho thuê,18.0,0,không có,mới,2900000.0
"86 Nguyễn Thị Minh Khai, Q6",phòng trọ,cho thuê,20.0,0,không có,mới,3000000.0
"53 Nguyễn Hữu Cảnh, Q3",nhà nguyên căn,bán,28.0,1,đầy đủ,cũ,1626900000.0
"108 Lê Văn Duyệt, Q2",nhà nguyên căn,bán,30.0,4,đầy đủ,tốt,9843200000.0
"179 Mê Linh, Q10",chung cư,cho thuê,124.0,4,cơ bản,mới,32500000.0
"43 Nam Kỳ Khởi Nghĩa, Q4",phòng trọ,cho thuê,9.0,0,không có,tốt,1100000.0
"132 Công xã Paris, Q7",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,2100000.0
"152 Nguyễn Trãi, Q2",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,600000.0
"26 Dân Chủ, Q4",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1800000.0
"61 Phạm Ngũ Lão, Q5",nhà nguyên căn,bán,27.0,4,không có,mới,5979600000.0
"93 Cách Mạng Tháng Tám, Q10",phòng trọ,cho thuê,17.0,0,không có,cũ,2900000.0
"167 Dân Chủ, Q4",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,700000.0
"30 Nguyễn Trãi, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,1500000.0
"144 Lam Sơn, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,1800000.0
"166 Châu Văn Liêm, Q8",chung cư,bán,65.0,3,cơ bản,cũ,1635600000.0
"116 Tôn Đức Thắng, Q1",nhà nguyên căn,bán,35.0,4,cơ bản,mới,11313300000.0
"106 CMT8, Q5",nhà nguyên căn,cho thuê,41.0,4,cơ bản,tốt,20100000.0
"191 Trần Hưng Đạo, Q2",chung cư,bán,65.0,16,không có,cũ,2095100000.0
"199 Nam Kỳ Khởi Nghĩa, Q3",phòng trọ,cho thuê,12.0,0,không có,mới,1800000.0
"44 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,2400000.0
"31 Rừng Sác, Q8",nhà nguyên căn,cho thuê,44.0,5,đầy đủ,cũ,27400000.0
"166 CMT8, Q6",phòng trọ,cho thuê,16.0,0,không có,cũ,1700000.0
"95 Rừng Sác, Q6",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,800000.0
"92 Lam Sơn, Q4",nhà nguyên căn,bán,39.0,2,cơ bản,mới,1951900000.0
"13 Nguyễn Hữu Cảnh, Q9",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,2300000.0
"94 Lý Thường Kiệt, Q5",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1800000.0
"127 Lam Sơn, Q2",phòng trọ,cho thuê,20.0,0,không có,mới,3300000.0
"170 Xô Viết Nghệ Tĩnh, Q5",phòng trọ,cho thuê,20.0,0,cơ bản,mới,4200000.0
"193 Quách Thị Trang, Q3",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,2500000.0
"19 Trần Hưng Đạo, Q5",nhà nguyên căn,cho thuê,29.0,4,đầy đủ,cũ,14700000.0
"175 Lê Duẩn, Q9",nhà nguyên căn,cho thuê,34.0,5,cơ bản,cũ,17000000.0
"44 Trường Chinh, Q2",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1300000.0
"159 Nam Kỳ Khởi Nghĩa, Q9",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2100000.0
"112 Lý Thường Kiệt, Q3",chung cư,bán,124.0,2,không có,tốt,10260500000.0
"67 Công xã Paris, Q8",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1800000.0
"83 Lê Văn Duyệt, Q7",phòng trọ,cho thuê,13.0,0,không có,mới,1500000.0
"12 Rừng Sác, Q3",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,2100000.0
"162 Lũy Bán Bích, Q2",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1100000.0
"69 Lạc Long Quân, Q3",phòng trọ,cho thuê,9.0,0,không có,tốt,1200000.0
"168 Lê Văn Duyệt, Q10",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1500000.0
"118 Nguyễn Trãi, Q2",phòng trọ,cho thuê,13.0,0,không có,cũ,800000.0
"90 Võ Nguyên Giáp, Q1",nhà nguyên căn,bán,41.0,3,không có,mới,8001600000.0
"188 Nguyễn Trãi, Q4",phòng trọ,cho thuê,20.0,0,không có,mới,2600000.0
"148 Nguyễn Hữu Cảnh, Q5",văn phòng,cho thuê,340.0,9,đầy đủ,tốt,428300000.0
"189 Hùng Vương, Q7",phòng trọ,cho thuê,19.0,0,cơ bản,mới,1900000.0
"62 Mê Linh, Q6",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1800000.0
"124 Pasteur, Q8",chung cư,bán,84.0,8,đầy đủ,tốt,2920200000.0
"110 Lê Lợi, Q7",văn phòng,cho thuê,585.0,17,cơ bản,cũ,304600000.0
"12 Quách Thị Trang, Q3",phòng trọ,cho thuê,15.0,0,không có,cũ,2100000.0
"199 Võ Chí Công, Q6",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1300000.0
"112 Cách Mạng Tháng Tám, Q3",phòng trọ,cho thuê,17.0,0,không có,tốt,2200000.0
"177 Lạc Long Quân, Q1",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,3300000.0
"35 Cách Mạng Tháng Tám, Q2",phòng trọ,cho thuê,16.0,0,không có,mới,1600000.0
"43 Châu Văn Liêm, Q7",nhà nguyên căn,cho thuê,41.0,5,không có,tốt,28100000.0
"120 Mai Chí Thọ, Q4",phòng trọ,cho thuê,13.0,0,không có,tốt,1700000.0
"72 Lạc Long Quân, Q2",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,1800000.0
"198 Phạm Văn Đồng, Q2",chung cư,bán,65.0,17,đầy đủ,mới,1669800000.0
"113 Võ Nguyên Giáp, Q3",phòng trọ,cho thuê,9.0,0,không có,cũ,1000000.0
"52 Lạc Long Quân, Q3",nhà nguyên căn,cho thuê,29.0,4,không có,mới,18600000.0
"115 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,1800000.0
"85 Lý Thường Kiệt, Q6",phòng trọ,cho thuê,19.0,0,không có,mới,2600000.0
"107 Nguyễn Trãi, Q7",văn phòng,cho thuê,175.0,12,đầy đủ,cũ,245700000.0
"82 Nguyễn Hữu Cảnh, Q7",nhà nguyên căn,cho thuê,34.0,4,cơ bản,tốt,10600000.0
"58 Âu Cơ, Q10",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,3700000.0
"148 Châu Văn Liêm, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,1100000.0
"147 Nguyễn Trãi, Q1",phòng trọ,cho thuê,13.0,0,không có,cũ,1200000.0
"136 Nguyễn Hữu Cảnh, Q2",nhà nguyên căn,bán,28.0,2,không có,cũ,1268600000.0
"14 Nguyễn Trãi, Q4",phòng trọ,cho thuê,12.0,0,không có,cũ,1500000.0
"95 Hùng Vương, Q10",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,3900000.0
"87 Châu Văn Liêm, Q4",nhà nguyên căn,cho thuê,36.0,3,không có,cũ,8700000.0
"78 Lê Duẩn, Q5",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,2600000.0
"41 Nguyễn Văn Linh, Q6",phòng trọ,cho thuê,9.0,0,không có,cũ,600000.0
"156 Pasteur, Q3",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1600000.0
"73 Võ Nguyên Giáp, Q9",văn phòng,cho thuê,265.0,10,không có,tốt,221800000.0
